holiday,workingday,humidity,windspeed,season_2,season_3,season_4,weather_2,weather_3,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,month_02,month_03,month_04,month_05,month_06,month_07,month_08,month_09,month_10,month_11,month_12,day_Mon,day_Sat,day_Sun,day_Thu,day_Tue,day_Wed,year_2012,tempPCA,count,casual,registered,count cox,casual cox,registered cox
0,0,76,16.9979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.7566231125327917,36,12,24,6.575358930405472,2.83843039784002,5.400173282218363
0,0,81,19.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.083938527267577,56,26,30,7.96151006900379,3.7563475664080648,5.9796560222377035
0,0,77,19.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.48133462008450556,84,29,55,9.416115876325023,3.893021120258086,7.778037014330968
0,0,72,19.9995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.20604612763621918,94,47,47,9.853477045685159,4.516525342563129,7.278316174120609
0,0,72,19.0012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.20604612763621918,106,35,71,10.337898262298399,4.132188183601568,8.643578528698926
0,0,77,19.9995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.34348171470908573,110,40,70,10.49093655387287,4.3048726856694195,8.593687705432318
0,0,82,19.9995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.48133462008450556,93,41,52,9.811225856983858,4.337061488416239,7.596906208223907
0,0,82,19.0012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.34348171470908573,67,15,52,8.582083949596596,3.093923821531305,7.596906208223907
0,0,88,16.9979,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.48133462008450556,35,9,26,6.493466621247733,2.521439559162251,5.60324423331992
0,0,88,16.9979,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.48133462008450556,37,6,31,6.655725739497175,2.100736783808066,6.068371035964768
0,0,87,16.9979,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.618770207157372,36,11,25,6.575358930405472,2.7410361151165743,5.503080134852441
0,0,87,12.998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.618770207157372,34,3,31,6.409976242512786,1.4637189177677778,6.068371035964768
0,0,94,15.0013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.618770207157372,28,11,17,5.870612802873788,2.7410361151165743,4.583861378142227
0,0,88,19.9995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.20604612763621918,39,15,24,6.812148101656211,3.093923821531305,5.400173282218363
0,0,88,19.9995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.20604612763621918,17,4,13,4.63345977640911,1.7144104141660548,4.011119846933487
0,0,94,16.9979,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.34348171470908573,17,1,16,4.63345977640911,0.7121542752380658,4.449806334686533
0,0,100,19.0012,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.48133462008450556,9,1,8,3.336217962799937,0.7121542752380658,3.102507103969505
0,0,94,12.998,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.20604612763621918,6,2,4,2.655001745649593,1.1468701519871982,2.0650104606902118
0,0,94,12.998,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.20604612763621918,3,2,1,1.7246378588807705,1.1468701519871982,0.7698902775862051
0,0,77,19.9995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.48133462008450556,2,0,2,1.3046000189880536,0.0,1.299684509136696
0,0,76,12.998,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.618770207157372,1,0,1,0.7716908110034539,0.0,0.7698902775862051
0,0,71,15.0013,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.618770207157372,8,0,8,3.127237375319011,0.0,3.102507103969505
0,0,76,15.0013,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.7566231125327917,20,1,19,5.013863618798843,0.7121542752380658,4.837027198367747
0,0,81,15.0013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.0205061452794193,53,7,46,7.7779380188531775,2.2568748834635386,7.211829451466021
0,0,71,16.9979,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.083938527267577,70,16,54,8.73905764999334,3.1693012711638677,7.7184340175014965
0,0,66,19.9995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.083938527267577,93,20,73,9.811225856983858,3.4348251941669625,8.741918843891137
0,0,66,8.9981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.0205061452794193,75,11,64,8.9907263424587,2.7410361151165743,8.28348838218281
0,0,76,12.998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.0205061452794193,59,4,55,8.138478698075176,1.7144104141660548,7.778037014330968
0,0,81,11.0014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.1583590506548396,74,19,55,8.94133471086436,3.3731294133969465,7.778037014330968
0,0,71,11.0014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.1583590506548396,76,9,67,9.039667938402971,2.521439559162251,8.440991150276362
0,0,57,12.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.1583590506548396,65,7,58,8.474738829629036,2.2568748834635386,7.952476943696954
0,0,46,22.0028,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.083938527267577,53,10,43,7.7779380188531775,2.635847436525191,7.0062128416861125
0,0,42,30.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.4222420834014669,30,1,29,6.058371324333831,0.7121542752380658,5.888908229909595
0,0,39,23.9994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.5600949887768867,22,5,17,5.246877204915779,1.9224918183471267,4.583861378142227
0,0,44,22.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.898398544910777,31,11,20,6.149102475879444,2.7410361151165743,4.956981500569369
0,0,44,19.9995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-2.036251450286197,9,0,9,3.336217962799937,0.0,3.3084469852699785
0,0,47,11.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-2.047239591685302,8,0,8,3.127237375319011,0.0,3.102507103969505
0,1,44,23.9994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.1736870373590627,5,0,5,2.3827178169344507,0.0,2.367617209893793
0,1,44,27.9993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.374555006420087,2,0,2,1.3046000189880536,0.0,1.299684509136696
0,1,47,26.0027,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.6498434988683734,1,0,1,0.7716908110034539,0.0,0.7698902775862051
0,1,47,19.0012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.6498434988683734,3,0,3,1.7246378588807705,0.0,1.716331065926686
0,1,50,26.0027,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.8507114679293966,30,0,30,6.058371324333831,0.0,5.9796560222377035
0,1,50,12.998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.724264022255636,64,1,63,8.420215959025533,0.7121542752380658,8.229854423682266
0,1,50,19.0012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.787696404243794,154,1,153,11.964627484087552,0.7121542752380658,11.693605295619497
0,1,43,26.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.6498434988683734,88,7,81,9.59514488255488,2.2568748834635386,9.117584320158416
0,1,43,16.9979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.44897552980735,44,11,33,7.180713644377084,2.7410361151165743,6.240121994977423
0,1,40,22.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.3115399427344827,51,10,41,7.651578560076454,2.635847436525191,6.863602090517554
0,1,35,19.9995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.110671973673459,61,13,48,8.253064161764621,2.9291450943185726,7.3438373187453605
0,1,35,19.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.036251450286197,61,8,53,8.253064161764621,2.3959496974064987,7.6580651822936625
0,1,30,19.0012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.8353834812251728,77,11,66,9.088169364914492,2.7410361151165743,8.389042257581233
0,1,30,16.9979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.8353834812251728,72,14,58,8.841160076547576,3.0140693088212616,7.952476943696954
0,1,30,16.9979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.8353834812251728,76,9,67,9.039667938402971,2.521439559162251,8.440991150276362
0,1,30,15.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.9728190682980393,157,11,146,12.053868795099378,2.7410361151165743,11.486491967359651
0,1,32,7.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.8463716226242781,157,9,148,12.053868795099378,2.521439559162251,11.546361391147872
0,1,47,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.995212669398803,110,8,102,10.49093655387287,2.3959496974064987,9.994245601878397
0,1,47,7.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.1216601150725647,52,3,49,7.715172934766675,1.4637189177677778,7.408426192628555
0,1,64,8.9981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.322528084133588,52,3,49,7.715172934766675,1.4637189177677778,7.408426192628555
0,1,69,8.9981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.661248958570032,20,0,20,5.013863618798843,0.0,4.956981500569369
0,1,55,7.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.259513020447984,12,1,11,3.8866882007478423,0.7121542752380658,3.680447228176436
0,1,55,7.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.4603809895090074,5,0,5,2.3827178169344507,0.0,2.367617209893793
0,1,59,7.0015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.4603809895090074,2,0,2,1.3046000189880536,0.0,1.299684509136696
0,1,63,8.9981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.661248958570032,1,0,1,0.7716908110034539,0.0,0.7698902775862051
0,1,63,6.0032,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.5348015128962698,2,0,2,1.3046000189880536,0.0,1.299684509136696
0,1,68,7.0015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.735669481957294,4,0,4,2.076738725429145,0.0,2.0650104606902118
0,1,74,7.0015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.735669481957294,36,0,36,6.575358930405472,0.0,6.48491417682822
0,1,74,8.9981,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.735669481957294,94,2,92,9.853477045685159,1.1468701519871982,9.594204379485006
0,1,69,11.0014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.661248958570032,179,2,177,12.674748020611977,1.1468701519871982,12.35709811175383
0,1,64,15.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.5868284351827695,100,2,98,10.100695514854982,1.1468701519871982,9.837650381525613
0,1,69,22.0028,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.6498434988683734,42,5,37,7.036885375676905,1.9224918183471267,6.56340594611818
0,1,51,19.9995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.110671973673459,57,7,50,8.021204554020299,2.2568748834635386,7.472114315299219
0,1,51,11.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.047239591685302,78,12,66,9.136240148731916,2.83843039784002,8.389042257581233
0,1,56,12.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.9728190682980393,97,18,79,9.978402618489618,3.3085201182698634,9.026169131063224
0,1,52,15.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.7719510992370155,63,9,54,8.365106422451221,2.521439559162251,7.7184340175014965
0,1,52,16.9979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.6345155121641493,65,17,48,8.474738829629036,3.240694986797406,7.3438373187453605
0,1,49,16.9979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.4966626067887292,83,15,68,9.370446016783758,3.093923821531305,8.492406373615662
0,1,48,15.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.6345155121641493,212,10,202,13.5138079755867,2.635847436525191,12.984442882222094
0,1,48,12.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.7719510992370155,182,3,179,12.755247262941152,1.4637189177677778,12.409483855328027
0,1,48,7.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.8463716226242781,112,2,110,10.566020254641966,1.1468701519871982,10.295059710848735
0,1,48,7.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.8463716226242781,54,1,53,7.839899688431002,0.7121542752380658,7.6580651822936625
0,1,64,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.8577770823259365,48,0,48,7.455540071423507,0.0,7.3438373187453605
0,1,64,6.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.9207921460115405,35,1,34,6.493466621247733,0.7121542752380658,6.323346830724675
0,1,69,6.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.1216601150725647,11,2,9,3.7140660177521663,1.1468701519871982,3.3084469852699785
0,1,64,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.995212669398803,6,0,6,2.655001745649593,0.0,2.6366056531026025
0,1,74,6.0032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.39694860752085,6,0,6,2.655001745649593,0.0,2.6366056531026025
